Date,TRDPRC_1
2018-08-18,6409.48
2018-08-19,6514.12
2018-08-20,6432.36
2018-08-21,6469.12
2018-08-22,6379.45
2018-08-23,6485.7
2018-08-24,6703.12
2018-08-25,6717.49
2018-08-26,6699.58
2018-08-27,6746.78
2018-08-28,7074.35
2018-08-29,7071.07
2018-08-30,6953.47
2018-08-31,7040.46
2018-09-01,7195.74
2018-09-02,7286.5
2018-09-03,7319.26
2018-09-04,7369.33
2018-09-05,6941.77
2018-09-06,6447.35
2018-09-07,6433.32
2018-09-08,6197.63
2018-09-09,6376.58
2018-09-10,6309.35
2018-09-11,6314.78
2018-09-12,6311.54
2018-09-13,6469.25
2018-09-14,6516.75
2018-09-15,6508.72
2018-09-16,6501.97
2018-09-17,6254.23
2018-09-18,6335.06
2018-09-19,6399.91
2018-09-20,6520.5
2018-09-21,6728.98
2018-09-22,6695.76
2018-09-23,6680.28
2018-09-24,6620.78
2018-09-25,6394.74
2018-09-26,6475.28
2018-09-27,6716.78
2018-09-28,6649.28
2018-09-29,6595.82
2018-09-30,6581.9
2018-10-01,6593.24
2018-10-02,6551.16
2018-10-03,6445.13
2018-10-04,6578.77
2018-10-05,6591.38
2018-10-06,6593.99
2018-10-07,6573.85
2018-10-08,6660.55
2018-10-09,6622.75
2018-10-10,6566.91
2018-10-11,6255.19
2018-10-12,6265.47
2018-10-13,6259.12
2018-10-14,6295.93
2018-10-15,6542.61
2018-10-16,6576.38
2018-10-17,6566.6
2018-10-18,6462.5
2018-10-19,6466.2
2018-10-20,6571.86
2018-10-21,6534.54
2018-10-22,6483.27
2018-10-23,6473.39
2018-10-24,6491.56
2018-10-25,6470.89
2018-10-26,6457.75
2018-10-27,6478.09
2018-10-28,6460.29
2018-10-29,6311.92
2018-10-30,6307.46
2018-10-31,6350.04
2018-11-01,6379.51
2018-11-02,6392.76
2018-11-03,6375.29
2018-11-04,6447.68
2018-11-05,6432.78
2018-11-06,6468.24
2018-11-07,6529.03
2018-11-08,6447.83
2018-11-09,6377.55
2018-11-10,6411.35
2018-11-11,6366.37
2018-11-12,6373.44
2018-11-13,6356.28
2018-11-14,5640.22
2018-11-15,5561.46
